id,tweet_id,created_at_tweet,favorite_count,retweet_count,sensitive,no_hashtags,no_mentions,no_urls,no_media,engagement,effective_length,polarity,subjectivity,average_engagement,common_words,common_ht_words,common_hts,partition,core,katz,betweenness,authority,hubs,pagerank,screen_name,followers,friends,verified,description,created_at_account,listed,tipo
32167239,1094775473933110000,early morning,3,1,FALSE,0,1,1,0,4,91,0.16,0.54,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1093936487870150000,afternoon,9,12,FALSE,0,1,0,1,21,139,-0.075,1,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1091454866319390000,night,2,0,FALSE,0,1,0,1,2,5,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1085278433561720000,night,2,1,FALSE,0,1,1,0,3,21,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1066518192154120000,early morning,8,3,FALSE,0,0,1,0,11,31,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1065741081629910000,late night,6,0,FALSE,0,0,1,0,6,8,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1060316115438650000,late night,17,17,FALSE,1,1,1,0,34,118,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050521187032420000,late night,27,12,FALSE,1,1,0,1,39,67,0.0121,0.8,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050517105643270000,late night,35,16,FALSE,1,1,0,1,51,262,0.1667,0.6333,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050485804521440000,night,20,18,FALSE,1,1,1,0,38,91,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050484922568330000,night,9,12,FALSE,1,1,1,1,21,61,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050484269548750000,night,8,4,FALSE,1,2,1,0,12,61,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050483567795550000,night,11,7,FALSE,1,3,1,0,18,58,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1050483045978000000,night,11,14,FALSE,0,2,1,0,25,7,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1049479246979220000,early morning,8,1,FALSE,1,0,0,1,9,20,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1048619530740810000,afternoon,26,14,FALSE,1,8,1,0,40,128,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1048323911082020000,night,21,11,FALSE,1,2,1,0,32,93,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1048321983988080000,night,19,15,FALSE,1,1,1,1,34,74,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1048321436555850000,night,15,15,FALSE,0,1,1,0,30,72,0,0.3036,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1046553348583960000,late night,9,9,FALSE,1,2,0,1,18,112,0.6,1,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1046167958307960000,late night,32,14,FALSE,1,1,0,1,46,68,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1046162053545760000,late night,20,13,FALSE,1,1,1,0,33,98,0.2,0.5,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1044308517769940000,night,22,18,FALSE,1,1,1,0,40,94,0.2,0.2,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1042202807154230000,late night,8,5,FALSE,1,1,1,0,13,94,0.2,0.2,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1040697491107270000,night,6,4,FALSE,0,0,0,1,10,112,-0.1333,0.1333,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1038217930939540000,late night,84,41,FALSE,1,2,1,0,125,87,0.8,1,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1030599148020670000,late night,20,7,FALSE,0,4,1,0,27,31,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1023679625891930000,night,8,1,FALSE,0,3,1,0,9,28,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1023677105727560000,night,6,1,FALSE,0,5,1,0,7,29,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1017530171820330000,late night,13,2,FALSE,1,0,0,1,15,84,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1012371705187240000,afternoon,33,2,FALSE,1,1,0,1,35,95,0.25,0.3,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
32167239,1010136226572240000,noon,6,2,FALSE,0,4,1,0,8,17,0,0,23.14285714,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,0.020898649,5668.617012,0.000575237,0.000323143,0.000834726,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entretenimiento
58982725,1179421645800440000,afternoon,6,2,FALSE,0,2,0,1,8,247,-0.1,0.1,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179420359453540000,afternoon,11,4,FALSE,1,2,0,1,15,161,0.1,0.4,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179419351503570000,afternoon,28,14,FALSE,2,1,0,1,42,252,0.125,0.125,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179174030194150000,late night,2,1,FALSE,2,2,0,1,3,155,0,0,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179133913400250000,night,13,8,FALSE,0,2,0,1,21,250,0.2167,0.5333,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179105714985410000,afternoon,2,1,FALSE,2,1,0,1,3,249,-0.5,0.5,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179103338245340000,afternoon,5,2,FALSE,1,2,0,1,7,215,0,0,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179089467010880000,afternoon,11,6,FALSE,1,0,0,1,17,284,0,0.1472,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
58982725,1179058482655500000,afternoon,20,10,FALSE,1,1,0,1,30,283,0,0,23.53571429,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]",2,31,0.016267329,2636.58204,0.00039008,0.001676081,0.000394854,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,opinion
