id,screen_name,followers,friends,verified,description,created_at,listed,tipo
26946244,DiegoASantos,33138,20,TRUE,-CoFundador y CoDirector 242 Media-Periodista  editor  asesor y consultor.  Ex de la @AP  @ELTIEMPO @Twitter  Productora Semana.  -Columnista @larepublica_co.,2009,434,personal
28641033,FannyLu,2860176,226,TRUE,contacto@fannylu.com #AmorVerdadero #CosasBonitas  #TeQuedasteSolo ⬇️⬇️⬇️,2009,4678,entertainment
29055849,pipecordoba,31288,18303,FALSE,Contralor General de la República de Colombia,2009,51,politics
29202899,Rodrigo_Rivera,74306,737,FALSE,Rodrigo Rivera  ex-Alto Comisionado para la Paz  exembajador de Colombia ante la Union Europea  Belgica y Luxemburgo. Exministro de Defensa.,2009,557,politics
30725771,juan_s_aragon,143104,833,TRUE,Actor y director colombiano. Director Artístico del Auditorio Sonia Fajardo Forero.,2009,307,entertainment
30861738,BruceMacMaster,45829,471,TRUE,Economista / trabajando por el desarrollo económico y social / Presidente de @ANDI_Colombia / miembro Consejo Superior @Uniandes,2009,316,politics
30910339,Buena_Nota,59247,34595,FALSE,Una Buena Noticia cada semana,2009,579,news
30959533,Paisa7,82889,1667,FALSE,MSc Information Technology. Podcaster  Writer & Teacher. Born in Colombia  raised in Venezuela  living in the US. Founder @networkingcafe,2009,1528,government entity
31162623,juanmanuelgalan,197222,13562,TRUE,#PorUnNuevoLiberalismoYa Autor Ley Cannabis Medicinal. En Facebook: Juanmanuelgalanp En Instagram: @juanmanuelgalanpachon #Galán #RegularTodasLasDrogas,2009,821,personal
31535312,UKinColombia,19295,3967,TRUE,🇬🇧🇨🇴 Official Twitter account of the British Embassy in Colombia. Our Ambassador: @Colin_M_R  Facebook: https://t.co/Rs7m1D8j2o,2009,219,government entity
32167239,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,2009,225,entertainment
32533361,canalclima,32608,213,FALSE,Canal Clima es una company del grupo Valórem S.A que ofrece servicios globales de monitoreo de amenazas naturales en tiempo real. http://t.co/iShM0CIxGY,2009,258,informative
32893849,ElParlante,59718,29702,FALSE,Música•Cultura•Video info@elparlanteamarillo.com   Portal que le abre espacio a proyectos culturales y musicales independientes.  ♥ Rock&Roll. Dale PLAY!,2009,675,entertainment
32995666,mtronderos,22026,0,FALSE,periodista colombiana,2009,368,journalism
33148967,Haroletto,32344,895,FALSE,Campeón mundial del optimismo. re100 hackeado,2009,311,personal
33364657,SusanaRojas,29534,197,FALSE,~Actriz Colombiana ~Instagram: @SusanaRojasPics,2009,115,entertainment
33557148,moni_molano,29708,751,FALSE,Presentadora de Bravissimo - Nominada Premios India Catalina 2015 y Premios Tv Novelas2016. Nos vemos en mi canal de YouTube 👉🏻 MONIMOLANO,2009,110,entertainment
33905807,lopezandres,3478211,105961,TRUE,Colombian comedian. Se bregó pa'l sello verificado😅 FB:LopezMan IG:idealopez 15 años de #LaPelotadeLetras  #LlegarAMarte Temporada  Bogotá. Business inquiries:,2009,5628,entertainment
33949211,DecameronHotels,34966,4487,TRUE,#TodoIncluido #Vacaciones #Diversión #Turismo #Tours #Viajes #Felicidad #Descanso Respuestas de L-V en horario hábil (GMT -5),2009,201,company
34335152,SINANIMODELUCRO,61465,67,FALSE,Banda colombiana de Pop-Rock Latino. 2 Discos de Oro  2 premios Shock y nominados al Grammy Latino 09' en la categoría Mejor Album Tropical Contemporáneo,2009,216,entertainment
34527447,JohnPaulOspina,43308,2694,TRUE,#SingerSngowriter #Producer #Dance #Rock Director at @NuPopRecords Sígueme en #Spotify,2009,280,entertainment
34705891,Poligran,42100,8641,TRUE,Institución Universitaria Politécnico Grancolombiano - IES sujeta a inspección y vigilancia por el Ministerio de Educación Nacional #SomosPoli,2009,184,education
34798360,piedadcordoba,744760,1132,TRUE,Colombiana. Construyendo un país para la gente.,2009,4156,politics
34814904,JuanLuisCasCo,30062,7311,FALSE,Médico cirujano  psiquiatra y magíster en Salud Pública. UPB  Mount Sinai  Yale  Chapel Hill.  Senador de la República de Colombia por el @PartidoVerdeCol.,2009,108,politics
35013719,newsRCN,7687920,2409,TRUE,Líder en news  líder en opinión.,2009,18541,news
36087400,danielpacheco,37939,1898,FALSE,Periodista. Director de @zonafranca en @RedMasTV.,2009,312,journalism
36188862,susanayelvira,73944,1962,FALSE,Existimos en el mundo real. Tenemos un blog  una serie web y tres libros sobre lo que pensamos  lo que vemos y lo que nos importa.,2009,182,personal
36276135,QuinteroCalle,70003,3704,TRUE,Candidato Independiente a la Alcaldía de Medellín. Sin partidos  ni jefes políticos. #DanielQuinteroAlcalde,2009,385,politics
36352562,cataortizcamara,20096,5689,FALSE,Caleña. Mamá de JuanFe. Abogada y Maestra Admin Pública Harvard. Cngoresista Comisiones Presup  Emprendimiento y Mujeres. Impulsando al Valle en nueva economía.,2009,281,politics
36425725,MJoseBarraza,258821,288,TRUE,Presentadora Colombiana/ Host @holatv / Instagram: barrazamariajose,2009,668,personal
36484116,jeraucolombia,167815,8443,FALSE,The Official JERAU Twitter Account  Contrataciones: jeraumanagement@gmail.com  Me Quedo Solito /// Nueva canción https://t.co/reKCq8hkCP,2009,491,entertainment
36654319,DOBLEU2009,21831,783,FALSE,Cursi... Muy cursi.. Amo construir sonidos y no puedo vivir sin música. Rockero de corazón... Me gusta el buen pop pero no quiero dar cátedra de nada,2009,228,personal
36693568,sarag12,41263,284,FALSE,Casada 😍 con Lau  mamá de 👦👧  seguidora de Jesús 🙏  Candidata al Concejo de Bogotá por el @PartidoLiberal #1,2009,121,personal
37341338,AngelicaLozanoC,304463,16079,TRUE,Ciudadana  senadora de Colombia 🇨🇴 Partido Verde 🌻 Activista de las causas en que creo #ElCambioEsImparable! #MujeresBerracas💪#ColombiaSeRespeta!,2009,792,politics
37462487,Grupo_Exito,60626,5456,FALSE,Compañía multilatina  líder del mercado al detal en Suramérica. Para news comerciales sigue @almacenesexito  @PlaceresCarulla  @SSuperInter y @VIVA_CC.,2009,167,company
37748192,adncolombia,284097,376,FALSE,Primer diario gratuito colombiano. Este es el ADN de Bogotá. Todo lo que quieres saber está en ADN. ¡Pásalo!,2009,1180,news
37813432,FedericoHoyos,34427,643,TRUE,Embajador de Colombia en Canadá. 🇨🇴🇨🇦,2009,158,politics
38022021,GobDigitalCO,259724,3099,FALSE,Promovemos un Estado más eficiente y transparente  que preste más y mejores servicios en línea  gracias a su gestión de las TIC.,2009,1351,informative
38227815,RevistaDinero,818882,647,TRUE,La mejor revista de economía y negentertainments. Encuentre las news de mañana  hoy.,2009,4718,informative
38261736,revistafucsia,952976,895,TRUE,Cuenta oficial de Fucsia. Moda  belleza  salud  y todo el mundo de la mujer. También en https://t.co/baiPCRCvrm,2009,1450,gossip
38268837,RevistaJetSet,109532,718,TRUE,Cuenta oficial de la revista que lo conecta con la vida de los personajes más famosos e influyentes.,2009,609,gossip
38373082,ParqueExplora,462420,28405,TRUE,Parque interactivo para la apropiación y la divulgación de la ciencia y la tecnología. @PlanetarioMed @ExploratorioMed @FeriasCTI,2009,595,government entity
38493544,NataliaNietoP,35043,353,FALSE,Amo a Dios  su Palabra y su casa. Mi familia es mi tesoro ❤️ 👱‍♂️👧🏼👶🏻. Mi pasión: los “chinos” universitarios que van a cambiar este 🌎,2009,90,personal
38508530,transparenciaco,28050,3385,TRUE,Transparencia por Colombia. Capítulo Nacional de @Anticorruption  Organización No Gubernamental líder en el mundo en la lucha contra la corrupción.,2009,355,government entity
38533136,CarlosCortes,31402,1494,TRUE,#lamesadecentro de @lasillavacia // https://t.co/IejQ8jxKjI,2009,309,personal
38650624,CesaRodriGaravi,19622,877,FALSE,Human rights action-researcher. Visiting Prof @nyulaw Co-editor OpenGlobalRights @ogr_En Co-founder @Dejusticia Columnista @elespectador Tweets my own,2009,192,personal
38670671,AABenedetti,215654,2033,TRUE,Actual senador de la República  presidente del Senado (2010-2011)  presidente del Partido de la U (2016-2017)  mejor senador por RCN TV (2010) #DelLadoDeLaGente,2009,954,politics
38886656,maurocastillo,57645,1145,TRUE,De Cali pal mundo mi combo! Booking:(57)3123349023 @yhandavidC,2009,163,personal
39159334,Dani_Matamoros,110307,35748,TRUE,Estratega-periodista #SocialMedia. Tyler Durden es mi Dios. Mis personales no comprometen a la mujer que me parió. Danielvivas86@gmail.com #TrapLife,2009,446,journalism
39264035,avillaveces,26349,291,FALSE,CEO MOVE CONCERTS  COLOMBIA,2009,80,personal
39322843,CanalTreceCO,192511,12362,TRUE,Televisión pública de Colombia. Claro 120 / Movistar 161 / ETB 262 / UNE 13 / DIRECTV 149 y tv abierta TDT,2009,623,entertainment
39657191,HoracioJSerpa,35302,4086,TRUE,Papá orgulloso de Salomón y Horacio Antonio. 🏛 Senador de la República de Colombia. Presidente de la Comisión Sexta Constitucional.,2009,315,politics
39838147,RevistaDONJUAN,116132,1393,FALSE,Cuenta oficial de la Revista DONJUAN. Inspiración para devorar el mundo.,2009,891,gossip
39863994,AndreaGuerreroQ,1150411,2372,TRUE,Periodista y conductora colombiana en RCN Televisión  ESPN y RCN La Radio  Defensora del #doblementeglorioso Cúcuta Dep y #yocreoenelteniscolombiano,2009,1883,journalism
39955069,jkrincon,26442,3608,FALSE,Aprendiz de algo. Coordinador de opinión en @elespectador. Creador de #LaPulla  @TedioyFiccion  @lapuesverdad  @LasIgualadas y @laredzoocial.,2009,101,personal
40533752,rcnradio,2834340,557,TRUE,Las news de Colombia y el mundo están en @rcnradio / https://t.co/DKgAY81N70 o https://t.co/mxwn93KFAV,2009,7266,radio
40680083,alejovillalobos,193532,212,TRUE,Director de radio.,2009,476,personal
40801711,JoseOrdonezJr,218755,276,FALSE,Humorista Colombiano. 10 veces récord Mundial de chistes. Adopto personas tristes y las hago reír. contacto: jose@joseordonez.net,2009,556,entertainment
40918718,Simngoaviria,157680,1999,TRUE,,2009,714,personal
40974469,Fundacingoabo,108891,8186,TRUE,La Fundación Gabo promueve el mejor journalism  con énfasis en el método de taller y en la memoria del fundador Gabriel García Márquez.,2009,2079,ngo
41048726,PirryOficial,2666311,559,FALSE,Instagram @pirryoficial YouTube pirry oficial   y adivinen  FB @pirryoficial,2009,5113,personal
41139989,Citytv,2778073,3556,TRUE,Información de Colombia y el mundo  desde Bogotá. Nos renovamos sin perder la esencia ni la cercanía con ustedes #TuMundoAquí   https://t.co/K81NTLIFdb,2009,3235,news
41147203,lasillaenvivo,655918,417,TRUE,En esta cuenta La Silla Vacía cubre minuto a minuto eventos importantes de las movidas del poder en Colombia.,2009,2000,radio
41292729,JPEcheverry4,26163,9621,TRUE,Candidato al Concejo #4 Centro Democrático / #MuéveteBogotá / Politólogo  emprendedor / Edil de Chapinero.,2009,110,politics
41299446,futbolete,48717,2287,TRUE,Futbolete es fútbol  Marketing & Social Media ➡️ IG 📸 https://t.co/ZdgvQwAedp,2009,292,sports
41434838,KonHector,27648,9680,FALSE,Aterciopelados From Colombia. Nuevo Disco #Claroscura  Cantos al Agua ARTIVISMO . #Cantoalagua. https://t.co/Llsl420te2,2009,238,entertainment
41704249,EAFIT,126078,9797,TRUE,En EAFIT inspiramos vidas e irradiamos conocimiento para forjar humanidad y sociedad. Vigilada Mineducación.,2009,607,education
41883780,womenslink,18738,3052,TRUE,International company using the power of the law to create social change that advances the rights of women & girls. Our President & CEO is @VivianaWaisman,2009,465,ngo
42172973,elGrafomano,34667,16525,FALSE,Escritor. Vegetariano. Animalista. Amante confeso de la palabra y los Beatles. Anarquista. Huyo del presente. Nací  crecí  no me reproduciré y algún día moriré.,2009,255,personal
42274372,Ewalds6,23326,6011,FALSE,Periodista venezolano. Co-editor de https://t.co/tRzaSrQXnZ. Ne te quaesiveris extra.,2009,413,journalism
42453120,PaulinaLaponte,40880,1747,TRUE,Cantante & Locutora | DJ/VoiceOver @laxmasmusica | Voz Comercial | paulina@laxmasmusica.com 💌 | #AdoptaNoCompres IG: @PaulinaLaponte personales personales,2009,118,entertainment
42517526,bombaestereo,226464,1583,TRUE,info@bombaestereo.com MGMT: info@m3music.co / @M3MusicCo | BOOKING: anees@wmeentertainment.com | Sony Music US Latin,2009,1233,entertainment
42630799,julianacasali,227653,690,FALSE,Hago parte de la familia de La Hora Del Regreso en W Radio Colombia. Presentadora en Win Sports @KickOffTeens,2009,326,personal
42890967,rosariogomez,55629,2873,FALSE,Periodista  presentadora locutora Voz comercial Radio /TV,2009,388,journalism
43146039,colombiareports,21382,1546,FALSE,Colombia's largest and most reliable news source in English,2009,632,informative
43372273,museonacionalco,205530,2239,TRUE,Somos un lugar de encuentro para dialogar  celebrar  reconocer y reflexionar sobre lo que fuimos  somos y seremos. Exposición temporal #1819enMuchasVoces,2009,1097,government entity
43779912,Maclaratorres,21691,916,FALSE,En radio  desde que se usaban los cartuchos. (Javeriana  La FM  LaX  Caracol radio) Libretista 5 Viudas  Esmeraldas  La Tusa #LaNiña CanalCaracol,2009,150,personal
44151017,Uniandes,118156,95,TRUE,Universidad de los Andes | Vigilada Mineducación | Reconocimiento: Decreto 1297 del 30/may/1964 | Personería jurídica: Resolución 28 del 23/feb/1949 Minjusticia,2009,588,education
44197786,NicolasUribe,34653,1058,FALSE,Consultor Asuntos Públicos y de Gobierno. Ex Representante a la Cámara por Bogotá. Columnista El Espectador y Panelista @bluradioco. Opinador no Periodista.,2009,304,personal
44433584,INEXMODA,313958,3959,FALSE,Somos un Instituto privado sin ánimo de lucro  desde hace 31 años conectamos a los actores del Sistema Moda para transformar y fortalecer la Industria.,2009,326,entertainment
44442894,CafedeColombia,115374,178,TRUE,Cuenta oficial de Café de Colombia para los amantes del café.,2009,576,company
44557512,Legarda,181679,2122,TRUE,Contrataciones: contactolegarda@gmail.com Nueva canción: 11:11 🌖- https://t.co/MSk2JF3HE4,2009,58,entertainment
44946232,Colombia,305859,1477,TRUE,Enamórate de nuestro país con @marcapaiscolombia y descubre #LoMejorDeColombia. https://t.co/xlVvddQnwP IG @MarcaPaisColombia,2009,1460,informative
45383275,EPMestamosahi,94045,501,FALSE,EPM - company prestadora de servicios públicos. Desarrollando Territorios Sostenibles. Información sobre contingencia #ProyectoItuango: https://t.co/TSbUGUFxm7,2009,300,company
45986928,DoctorKrapula,326673,210,TRUE,Banda alternativa  libre e independiente Contacto: doctorkrapula@doctorkrapula.net / Gestores del fest @vivaelplaneta / Mercancía https://t.co/jyyoDdsfpo,2009,1002,entertainment
46030112,orlandoduque,40193,260,FALSE,High Diver,2009,143,personal
46136516,MrCulebra,18403,2040,FALSE,Experiencia certificada en notaría.,2009,182,personal
46389700,museodantioquia,122715,1735,FALSE,Primer museo fundado en Antioquia hace 135 años. Trabajamos de la mano con las comunidades a través de la educación y la cultura.,2009,540,government entity
47132215,CamposAlex,1141511,350,TRUE,facebook/AMIGOSDEALEXCAMPOS  canal oficial de youtube/videosalexcampos  Instagram: camposalex,2009,3539,personal
47672271,LuchoJacobsen,15127,6833,FALSE,Tenemos el deber de levantarnos contra la mentira. Conversando se puede resolver todo. Vamos juntos por la paz para Colombia.  Soy porque tu eres. ~Ubuntu,2009,94,personal
47858163,AlvaroLeyva,30001,1992,FALSE,Conservador  abogado javeriano  economista  cngoresista  ministro minas y energia  constituyente  promotor de paz.,2009,175,personal
48087492,PoloDemocratico,156448,214,TRUE,Polo Democrático Alternativo. Único partido de oposición al gobierno del presidente Duque,2009,750,politics
48371942,SonyMusicCol,232969,732,TRUE,Todos tus artistas Sony Music del mundo en un solo lugar. 🎼❤️ Instagram: @sonymusiccol,2009,677,company
48715653,almacenesexito,331444,3584,TRUE,Bienvenido a un lugar donde puedes tener todo eso que te gusta y convertirlo en experiencias únicas🍎🎧🛍 Descarga nuestra App 👇📲,2009,595,company
48859739,fteatronacional,311627,4500,FALSE,#SomosTeatroNacional,2009,475,government entity
49145792,YoAlejoV,121406,1054,TRUE,Abogado. @ColombianoInd. Hablo sobre la realidad del país https://t.co/vmmqujPdcs,2009,409,personal
49656221,chicascaraudio,61775,2781,FALSE,Un super show con las mujeres más sensuales,2009,145,entertainment
49681553,CamiloRomero,84672,2637,TRUE,Gobernador Nariño-Colombia. Senador más joven 2010-2014 #SelloVerde Somos #NuevoGobierno: #GobiernoAbierto #InnovaciónSocial #EconomíaColaborativa #SomosNariño,2009,476,politics
49849732,petrogustavo,3495074,2306,TRUE,Perfil Oficial del dirigente político progresista colombiano Gustavo Petro. Por una Colombia Humana con justicia social y en Paz,2009,4747,politics
50216232,Pabloescola,19999,415,FALSE,Colombo-argentino  presentador  director y locutor en TV y Radio.  Eco-Friendly  @pabloescola en Instagram,2009,57,personal
50314714,UnicentroBogota,96330,3927,FALSE,Unicentro Bogotá  todo pasa aquí. Facebook https://t.co/7c0URHNG2B Instagram: https://t.co/BiENbczqa0,2009,313,company
50494032,AlfredoRamosM,167091,1438,TRUE,#MedellínAdelante con Confianza  Progreso y Felicidad,2009,211,personal
