_id,partition,core,in_degree,clustering,closeness,betweenness,vote_rank,authority,hubs,pagerank,ambassador,community_hub,screen_name,followers,friends,verified,description,created_at,listed,tipo,,{,"""",:,",",},,,,
56141196,3,21,14,0.055727554,0.340398956,0.000405507,0.001968504,0.000660799,0.000286503,0.000343012,0.04008336,0.145833333,blogvallenato,114775,4656,FALSE,news  personales  videos  letras y lanzamientos del género vallenato. Ig: https://t.co/meYpC6lNBw Fb: https://t.co/mWw5Odn4Sa. Admin: @jojojotaflorez,2009,269,informative,,,"{""_id"":56141196,","""partition"":3,","""screen_name"":""blogvallenato"",","""followers"":114775,","""verified"":""FALSE"",","""description"":""news  personales  videos  letras y lanzamientos del género vallenato. Ig: https://t.co/meYpC6lNBw Fb: https://t.co/mWw5Odn4Sa. Admin: @jojojotaflorez"",","""tipo"":""informative""}","{""_id"":56141196,""partition"":3,""screen_name"":""blogvallenato"",""followers"":114775,""verified"":""FALSE"",""description"":""news  personales  videos  letras y lanzamientos del género vallenato. Ig: https://t.co/meYpC6lNBw Fb: https://t.co/mWw5Odn4Sa. Admin: @jojojotaflorez"",""tipo"":""informative""}"
56385497,1,29,14,0.02688172,0.342468453,0.000193857,0,0.000439996,0.000640857,0.000327793,0.027339374,0.098145434,CeciliaLopezM,92527,975,FALSE,Soy menos brava de lo que me veo en Television,2009,756,personal,,,"{""_id"":56385497,","""partition"":1,","""screen_name"":""CeciliaLopezM"",","""followers"":92527,","""verified"":""FALSE"",","""description"":""Soy menos brava de lo que me veo en Television"",","""tipo"":""personal""}","{""_id"":56385497,""partition"":1,""screen_name"":""CeciliaLopezM"",""followers"":92527,""verified"":""FALSE"",""description"":""Soy menos brava de lo que me veo en Television"",""tipo"":""personal""}"
56713266,3,31,24,0.040223136,0.365018111,0.001340108,0,0.000344377,0.00054277,0.000609082,0.085892914,0.1875,santorendon,572881,525,TRUE,🎙🎧📻 Locutor de radio.,2009,734,personal,,,"{""_id"":56713266,","""partition"":3,","""screen_name"":""santorendon"",","""followers"":572881,","""verified"":""TRUE"",","""description"":""🎙🎧📻 Locutor de radio."",","""tipo"":""personal""}","{""_id"":56713266,""partition"":3,""screen_name"":""santorendon"",""followers"":572881,""verified"":""TRUE"",""description"":""🎙🎧📻 Locutor de radio."",""tipo"":""personal""}"
56724999,2,31,40,0.034253247,0.377730185,0.001678839,0.00591716,0.005955644,0.019007202,0.000805368,0.096045198,0.159082094,SENAComunica,699343,1977,TRUE,Cuenta oficial del Servicio Nacional de Aprendizaje #SENA. Estamos en Facebook https://t.co/kxFE8qdBek. Todas las PQRS en https://t.co/8BhWu8A5uF.,2009,1625,government entity,,,"{""_id"":56724999,","""partition"":2,","""screen_name"":""SENAComunica"",","""followers"":699343,","""verified"":""TRUE"",","""description"":""Cuenta oficial del Servicio Nacional de Aprendizaje #SENA. Estamos en Facebook https://t.co/kxFE8qdBek. Todas las PQRS en https://t.co/8BhWu8A5uF."",","""tipo"":""government entity""}","{""_id"":56724999,""partition"":2,""screen_name"":""SENAComunica"",""followers"":699343,""verified"":""TRUE"",""description"":""Cuenta oficial del Servicio Nacional de Aprendizaje #SENA. Estamos en Facebook https://t.co/kxFE8qdBek. Todas las PQRS en https://t.co/8BhWu8A5uF."",""tipo"":""government entity""}"
56799803,1,31,14,0.054195804,0.347304424,0.000464515,0,0.000327899,0.000299975,0.000264065,0.031895937,0.085877254,katy_666,16017,636,FALSE,Si no le gusta lo que escribo siga derecho...... Contadora,2009,29,personal,,,"{""_id"":56799803,","""partition"":1,","""screen_name"":""katy_666"",","""followers"":16017,","""verified"":""FALSE"",","""description"":""Si no le gusta lo que escribo siga derecho...... Contadora"",","""tipo"":""personal""}","{""_id"":56799803,""partition"":1,""screen_name"":""katy_666"",""followers"":16017,""verified"":""FALSE"",""description"":""Si no le gusta lo que escribo siga derecho...... Contadora"",""tipo"":""personal""}"
56848949,8,11,10,0.054545455,0.328612466,1.31E-05,0.001440922,0.000148446,1.11E-05,0.00019159,0,0.004524887,GuilloEscalante,70772,17,FALSE,Director/Presentador/Productor/Vlogger @wacaoficial @CanalTelecaribe Periodista @EmisorAtlantico Instagram: @GuilloEscalante,2009,370,personal,,,"{""_id"":56848949,","""partition"":8,","""screen_name"":""GuilloEscalante"",","""followers"":70772,","""verified"":""FALSE"",","""description"":""Director/Presentador/Productor/Vlogger @wacaoficial @CanalTelecaribe Periodista @EmisorAtlantico Instagram: @GuilloEscalante"",","""tipo"":""personal""}","{""_id"":56848949,""partition"":8,""screen_name"":""GuilloEscalante"",""followers"":70772,""verified"":""FALSE"",""description"":""Director/Presentador/Productor/Vlogger @wacaoficial @CanalTelecaribe Periodista @EmisorAtlantico Instagram: @GuilloEscalante"",""tipo"":""personal""}"
57024900,3,29,15,0.039872408,0.339538527,0.000492155,0,0.000228051,0.000374916,0.000297663,0.051535748,0.125,gacelacardona,242694,1342,FALSE,Radio host 🎙 @Radioacktiva_ https://t.co/VpSz5XD39L Plataforma de entertainment que comparte  artículos  fotos  videos  audios  etc. #colgandojeta,2009,571,entertainment,,,"{""_id"":57024900,","""partition"":3,","""screen_name"":""gacelacardona"",","""followers"":242694,","""verified"":""FALSE"",","""description"":""Radio host 🎙 @Radioacktiva_ https://t.co/VpSz5XD39L Plataforma de entertainment que comparte  artículos  fotos  videos  audios  etc. #colgandojeta"",","""tipo"":""entertainment""}","{""_id"":57024900,""partition"":3,""screen_name"":""gacelacardona"",""followers"":242694,""verified"":""FALSE"",""description"":""Radio host 🎙 @Radioacktiva_ https://t.co/VpSz5XD39L Plataforma de entertainment que comparte  artículos  fotos  videos  audios  etc. #colgandojeta"",""tipo"":""entertainment""}"
57123884,5,30,31,0.054758308,0.391271935,0.001250827,0,0.000689652,0.006662266,0.000843738,0.125894057,0.203128074,okendobmx,99973,709,FALSE,Deportista de BMX. Colombia🇨🇴 Medallista Olīmpico Londres 2012🥉 Visita mi sitio web! https://t.co/ldgbKwGVtW oquendobmx@hotmail.com,2009,187,sports,,,"{""_id"":57123884,","""partition"":5,","""screen_name"":""okendobmx"",","""followers"":99973,","""verified"":""FALSE"",","""description"":""Deportista de BMX. Colombia🇨🇴 Medallista Olīmpico Londres 2012🥉 Visita mi sitio web! https://t.co/ldgbKwGVtW oquendobmx@hotmail.com"",","""tipo"":""sports""}","{""_id"":57123884,""partition"":5,""screen_name"":""okendobmx"",""followers"":99973,""verified"":""FALSE"",""description"":""Deportista de BMX. Colombia🇨🇴 Medallista Olīmpico Londres 2012🥉 Visita mi sitio web! https://t.co/ldgbKwGVtW oquendobmx@hotmail.com"",""tipo"":""sports""}"
57174405,1,31,31,0.035973837,0.375698504,0.000718625,0,0.002645168,0.00075716,0.000554315,0.086574686,0.147218151,RPardoGP,199821,511,FALSE,Director Editorial  Revista Semana,2009,1045,personal,,,"{""_id"":57174405,","""partition"":1,","""screen_name"":""RPardoGP"",","""followers"":199821,","""verified"":""FALSE"",","""description"":""Director Editorial  Revista Semana"",","""tipo"":""personal""}","{""_id"":57174405,""partition"":1,""screen_name"":""RPardoGP"",""followers"":199821,""verified"":""FALSE"",""description"":""Director Editorial  Revista Semana"",""tipo"":""personal""}"
57370242,0,31,30,0.031196337,0.376184111,0.001746457,0,0.000515669,0.000420355,0.000511686,0.089767633,0.110221603,Germanchos,15806,5127,TRUE,Orgulloso caleño  de ciudad y equipo con 44 años de experiencia. Rockero  pero no ajeno a la salsa. Escribo ocasionalmente cosas bonitas  excepto esta bio.,2009,198,personal,,,"{""_id"":57370242,","""partition"":0,","""screen_name"":""Germanchos"",","""followers"":15806,","""verified"":""TRUE"",","""description"":""Orgulloso caleño  de ciudad y equipo con 44 años de experiencia. Rockero  pero no ajeno a la salsa. Escribo ocasionalmente cosas bonitas  excepto esta bio."",","""tipo"":""personal""}","{""_id"":57370242,""partition"":0,""screen_name"":""Germanchos"",""followers"":15806,""verified"":""TRUE"",""description"":""Orgulloso caleño  de ciudad y equipo con 44 años de experiencia. Rockero  pero no ajeno a la salsa. Escribo ocasionalmente cosas bonitas  excepto esta bio."",""tipo"":""personal""}"
57625303,3,21,19,0.191588785,0.340465324,0.000351667,0.002028398,0.000285195,1.85E-05,0.000508668,0.034357165,0.270833333,nancyloaz,118813,373,FALSE,Creadora de contenido digital 🇨🇴 Por una vida saludable  equilibrada y feliz ✨https://t.co/qo9KXSVBUk,2009,81,personal,,,"{""_id"":57625303,","""partition"":3,","""screen_name"":""nancyloaz"",","""followers"":118813,","""verified"":""FALSE"",","""description"":""Creadora de contenido digital 🇨🇴 Por una vida saludable  equilibrada y feliz ✨https://t.co/qo9KXSVBUk"",","""tipo"":""personal""}","{""_id"":57625303,""partition"":3,""screen_name"":""nancyloaz"",""followers"":118813,""verified"":""FALSE"",""description"":""Creadora de contenido digital 🇨🇴 Por una vida saludable  equilibrada y feliz ✨https://t.co/qo9KXSVBUk"",""tipo"":""personal""}"
57664761,2,31,56,0.025571053,0.400791059,0.002570081,0.010869565,0.002242094,0.000893277,0.001111159,0.192090395,0.152165482,Bogota,1540536,2711,TRUE,Twitter oficial de la Alcaldía de Bogotá D.C. https://t.co/SOX8n0ODGF,2009,1198,government entity,,,"{""_id"":57664761,","""partition"":2,","""screen_name"":""Bogota"",","""followers"":1540536,","""verified"":""TRUE"",","""description"":""Twitter oficial de la Alcaldía de Bogotá D.C. https://t.co/SOX8n0ODGF"",","""tipo"":""government entity""}","{""_id"":57664761,""partition"":2,""screen_name"":""Bogota"",""followers"":1540536,""verified"":""TRUE"",""description"":""Twitter oficial de la Alcaldía de Bogotá D.C. https://t.co/SOX8n0ODGF"",""tipo"":""government entity""}"
57939244,3,28,15,0.035796767,0.353706025,0.000371731,0,0.000127478,0.000388718,0.000330222,0.051535748,0.125,JUANCAORTIZ14,57909,2577,TRUE,GAMER  TV and Radio host at @caracolradio NBA  NFL  FORMULA 1 AND MORE,2009,223,personal,,,"{""_id"":57939244,","""partition"":3,","""screen_name"":""JUANCAORTIZ14"",","""followers"":57909,","""verified"":""TRUE"",","""description"":""GAMER  TV and Radio host at @caracolradio NBA  NFL  FORMULA 1 AND MORE"",","""tipo"":""personal""}","{""_id"":57939244,""partition"":3,""screen_name"":""JUANCAORTIZ14"",""followers"":57909,""verified"":""TRUE"",""description"":""GAMER  TV and Radio host at @caracolradio NBA  NFL  FORMULA 1 AND MORE"",""tipo"":""personal""}"
57990114,1,31,27,0.047675335,0.37035984,0.000830805,0,0.000595828,0.000341487,0.000613417,0.027339374,0.257631763,Angie_zzu,31310,2676,FALSE,Cuando pequeña quería salvar el mundo  por eso decidí ser profesora. Mamerta ☭,2009,99,personal,,,"{""_id"":57990114,","""partition"":1,","""screen_name"":""Angie_zzu"",","""followers"":31310,","""verified"":""FALSE"",","""description"":""Cuando pequeña quería salvar el mundo  por eso decidí ser profesora. Mamerta ☭"",","""tipo"":""personal""}","{""_id"":57990114,""partition"":1,""screen_name"":""Angie_zzu"",""followers"":31310,""verified"":""FALSE"",""description"":""Cuando pequeña quería salvar el mundo  por eso decidí ser profesora. Mamerta ☭"",""tipo"":""personal""}"
58015847,1,31,27,0.044196429,0.363498469,0.00053091,0,0.0007523,0.000260705,0.000405043,0.054678749,0.184022688,Toxicomano,22834,552,FALSE,Street Art Collective based in Bogotá / Colombia.,2009,175,informative,,,"{""_id"":58015847,","""partition"":1,","""screen_name"":""Toxicomano"",","""followers"":22834,","""verified"":""FALSE"",","""description"":""Street Art Collective based in Bogotá / Colombia."",","""tipo"":""informative""}","{""_id"":58015847,""partition"":1,""screen_name"":""Toxicomano"",""followers"":22834,""verified"":""FALSE"",""description"":""Street Art Collective based in Bogotá / Colombia."",""tipo"":""informative""}"
58531272,5,18,0,0.049707602,0,0,0,0,0.000244812,8.72E-05,0,0,FALCAO,17442038,619,TRUE,Jugador profesional de fútbol.  Seguidor de Jesús // Professional football player. Jesus follower.,2009,13860,sports,,,"{""_id"":58531272,","""partition"":5,","""screen_name"":""FALCAO"",","""followers"":17442038,","""verified"":""TRUE"",","""description"":""Jugador profesional de fútbol.  Seguidor de Jesús // Professional football player. Jesus follower."",","""tipo"":""sports""}","{""_id"":58531272,""partition"":5,""screen_name"":""FALCAO"",""followers"":17442038,""verified"":""TRUE"",""description"":""Jugador profesional de fútbol.  Seguidor de Jesús // Professional football player. Jesus follower."",""tipo"":""sports""}"
58599566,2,31,29,0.05200341,0.372731408,0.000569742,0,0.000495813,0.000405482,0.000534271,0.079096045,0.103749192,FGAA,57488,1009,TRUE,La Fundación Gilberto Alzate Avendaño es una entidad pública y distrital dedicada al fortalecimiento cultural de Bogotá.,2009,395,ngo,,,"{""_id"":58599566,","""partition"":2,","""screen_name"":""FGAA"",","""followers"":57488,","""verified"":""TRUE"",","""description"":""La Fundación Gilberto Alzate Avendaño es una entidad pública y distrital dedicada al fortalecimiento cultural de Bogotá."",","""tipo"":""ngo""}","{""_id"":58599566,""partition"":2,""screen_name"":""FGAA"",""followers"":57488,""verified"":""TRUE"",""description"":""La Fundación Gilberto Alzate Avendaño es una entidad pública y distrital dedicada al fortalecimiento cultural de Bogotá."",""tipo"":""ngo""}"
58645164,3,29,23,0.031395349,0.363120533,0.000489404,0,0.000777155,0.000299596,0.000412535,0.045809554,0.3125,rodrigocandamil,81075,2352,FALSE,Actor https://t.co/3mxrEAPpjf,2009,134,entertainment,,,"{""_id"":58645164,","""partition"":3,","""screen_name"":""rodrigocandamil"",","""followers"":81075,","""verified"":""FALSE"",","""description"":""Actor https://t.co/3mxrEAPpjf"",","""tipo"":""entertainment""}","{""_id"":58645164,""partition"":3,""screen_name"":""rodrigocandamil"",""followers"":81075,""verified"":""FALSE"",""description"":""Actor https://t.co/3mxrEAPpjf"",""tipo"":""entertainment""}"
58648367,3,30,35,0.02963615,0.394453726,0.001890918,0,0.000440375,0.006651942,0.000782688,0.125976273,0.270833333,tatasolarte,39601,2678,FALSE,,2009,78,personal,,,"{""_id"":58648367,","""partition"":3,","""screen_name"":""tatasolarte"",","""followers"":39601,","""verified"":""FALSE"",","""description"":"""",","""tipo"":""personal""}","{""_id"":58648367,""partition"":3,""screen_name"":""tatasolarte"",""followers"":39601,""verified"":""FALSE"",""description"":"""",""tipo"":""personal""}"
58650958,2,31,51,0.031073446,0.397778279,0.00039486,0.002967359,0.007979407,0.000565934,0.001099886,0.146892655,0.17291532,larepublica_co,391695,24,TRUE,Primer diario de news económicas  companyriales y financieras de Colombia,2009,2612,news,,,"{""_id"":58650958,","""partition"":2,","""screen_name"":""larepublica_co"",","""followers"":391695,","""verified"":""TRUE"",","""description"":""Primer diario de news económicas  companyriales y financieras de Colombia"",","""tipo"":""news""}","{""_id"":58650958,""partition"":2,""screen_name"":""larepublica_co"",""followers"":391695,""verified"":""TRUE"",""description"":""Primer diario de news económicas  companyriales y financieras de Colombia"",""tipo"":""news""}"
58857449,0,31,34,0.042699199,0.391271935,0.001785937,0.003546099,0.000471115,0.000416095,0.000726922,0.089767633,0.154310245,HernandezSimon,16017,2415,FALSE,Viajero | Tech & Entertainment Journalist | @BluRadioCo | Profesor PUJ | • Tech • Música • Cultura • Series & Cine • Astronauta • #Geek #LegoMan #FunkoMan,2009,72,journalism,,,"{""_id"":58857449,","""partition"":0,","""screen_name"":""HernandezSimon"",","""followers"":16017,","""verified"":""FALSE"",","""description"":""Viajero | Tech & Entertainment Journalist | @BluRadioCo | Profesor PUJ | • Tech • Música • Cultura • Series & Cine • Astronauta • #Geek #LegoMan #FunkoMan"",","""tipo"":""journalism""}","{""_id"":58857449,""partition"":0,""screen_name"":""HernandezSimon"",""followers"":16017,""verified"":""FALSE"",""description"":""Viajero | Tech & Entertainment Journalist | @BluRadioCo | Profesor PUJ | • Tech • Música • Cultura • Series & Cine • Astronauta • #Geek #LegoMan #FunkoMan"",""tipo"":""journalism""}"
58913405,3,29,15,0.023860021,0.343006609,0.000578982,0.00170068,0.000366589,0.00036353,0.000333905,0.051535748,0.125,SamsungMobileCO,340766,1950,TRUE,Disfruta de lo mejor de #SamsungGalaxy. Si tienes preguntas  te ayudamos en el #726.  Política de protección de datos aquí: https://t.co/utBFaDet1D,2009,337,company,,,"{""_id"":58913405,","""partition"":3,","""screen_name"":""SamsungMobileCO"",","""followers"":340766,","""verified"":""TRUE"",","""description"":""Disfruta de lo mejor de #SamsungGalaxy. Si tienes preguntas  te ayudamos en el #726.  Política de protección de datos aquí: https://t.co/utBFaDet1D"",","""tipo"":""company""}","{""_id"":58913405,""partition"":3,""screen_name"":""SamsungMobileCO"",""followers"":340766,""verified"":""TRUE"",""description"":""Disfruta de lo mejor de #SamsungGalaxy. Si tienes preguntas  te ayudamos en el #726.  Política de protección de datos aquí: https://t.co/utBFaDet1D"",""tipo"":""company""}"
58956408,1,31,36,0.027738764,0.382697051,0.001864743,0.003484321,0.002660485,0.000561593,0.000727541,0.045565624,0.318972659,JulianFMartinez,71268,2157,FALSE,Periodista. Suscríbete a mi canal ↘️ @ReveladosCol,2009,376,journalism,,,"{""_id"":58956408,","""partition"":1,","""screen_name"":""JulianFMartinez"",","""followers"":71268,","""verified"":""FALSE"",","""description"":""Periodista. Suscríbete a mi canal ↘️ @ReveladosCol"",","""tipo"":""journalism""}","{""_id"":58956408,""partition"":1,""screen_name"":""JulianFMartinez"",""followers"":71268,""verified"":""FALSE"",""description"":""Periodista. Suscríbete a mi canal ↘️ @ReveladosCol"",""tipo"":""journalism""}"
58982725,2,31,19,0.044405594,0.35982828,0.000825181,0,0.00039008,0.001676081,0.000394854,0.062146893,0.055332902,EugenioPrieto,21842,2240,FALSE,Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados,2009,241,personal,,,"{""_id"":58982725,","""partition"":2,","""screen_name"":""EugenioPrieto"",","""followers"":21842,","""verified"":""FALSE"",","""description"":""Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados"",","""tipo"":""personal""}","{""_id"":58982725,""partition"":2,""screen_name"":""EugenioPrieto"",""followers"":21842,""verified"":""FALSE"",""description"":""Director @AreaMetropol  Presidente @asoareascol // #Sostenibilidad #PlaneaciónTerritorial #MovilidadSostenible #ServiciosPúblicos #TerritoriosIntegrados"",""tipo"":""personal""}"
59459771,2,31,45,0.042182049,0.400239891,0.001347432,0,0.003081791,0.001456302,0.00104604,0.124293785,0.159082094,JoseMAcevedo,40712,539,TRUE,Subdirector de @newsRCN  Analista político de @RcnRadio y columnista de @eltiempo y @vanguardiacom. Abogado y politólogo.,2009,277,personal,,,"{""_id"":59459771,","""partition"":2,","""screen_name"":""JoseMAcevedo"",","""followers"":40712,","""verified"":""TRUE"",","""description"":""Subdirector de @newsRCN  Analista político de @RcnRadio y columnista de @eltiempo y @vanguardiacom. Abogado y politólogo."",","""tipo"":""personal""}","{""_id"":59459771,""partition"":2,""screen_name"":""JoseMAcevedo"",""followers"":40712,""verified"":""TRUE"",""description"":""Subdirector de @newsRCN  Analista político de @RcnRadio y columnista de @eltiempo y @vanguardiacom. Abogado y politólogo."",""tipo"":""personal""}"
59515114,3,29,19,0.036719706,0.350019371,0.000480232,0,0.000397918,0.000329891,0.00038479,0.062988137,0.166666667,TatoCepeda,256612,1115,FALSE,Tato Cepeda  Publicista con énfasis En estrategia comercial y medios. Believe it or not  I'm walking on air. 📻,2009,308,personal,,,"{""_id"":59515114,","""partition"":3,","""screen_name"":""TatoCepeda"",","""followers"":256612,","""verified"":""FALSE"",","""description"":""Tato Cepeda  Publicista con énfasis En estrategia comercial y medios. Believe it or not  I'm walking on air. 📻"",","""tipo"":""personal""}","{""_id"":59515114,""partition"":3,""screen_name"":""TatoCepeda"",""followers"":256612,""verified"":""FALSE"",""description"":""Tato Cepeda  Publicista con énfasis En estrategia comercial y medios. Believe it or not  I'm walking on air. 📻"",""tipo"":""personal""}"
59824929,2,31,25,0.037243151,0.360869321,0.000766336,0,0.000690374,0.000663497,0.000419835,0.079096045,0.076082741,clarasandoval,29959,1005,FALSE,Enamorada de Bogotá. Defensora de la vida.,2009,194,personal,,,"{""_id"":59824929,","""partition"":2,","""screen_name"":""clarasandoval"",","""followers"":29959,","""verified"":""FALSE"",","""description"":""Enamorada de Bogotá. Defensora de la vida."",","""tipo"":""personal""}","{""_id"":59824929,""partition"":2,""screen_name"":""clarasandoval"",""followers"":29959,""verified"":""FALSE"",""description"":""Enamorada de Bogotá. Defensora de la vida."",""tipo"":""personal""}"
59976153,1,31,29,0.05077187,0.372016754,0.001265198,0.002212389,0.000548153,0.000488764,0.000583602,0.045565624,0.233095405,Nataliaescribe,25834,1936,FALSE,Fuego que prende solo  no necesita leña 🔥,2009,120,personal,,,"{""_id"":59976153,","""partition"":1,","""screen_name"":""Nataliaescribe"",","""followers"":25834,","""verified"":""FALSE"",","""description"":""Fuego que prende solo  no necesita leña 🔥"",","""tipo"":""personal""}","{""_id"":59976153,""partition"":1,""screen_name"":""Nataliaescribe"",""followers"":25834,""verified"":""FALSE"",""description"":""Fuego que prende solo  no necesita leña 🔥"",""tipo"":""personal""}"
60093623,1,31,54,0.059250302,0.405255661,0.001563657,0,0.001966654,0.000295805,0.001711594,0.077461561,0.453922631,constanzavieira,16783,1664,FALSE,Periodista/Heavy Metal Colombia: Cubriendo la dosis personal de plomo que cada cual tiene asignada en este país.,2009,322,journalism,,,"{""_id"":60093623,","""partition"":1,","""screen_name"":""constanzavieira"",","""followers"":16783,","""verified"":""FALSE"",","""description"":""Periodista/Heavy Metal Colombia: Cubriendo la dosis personal de plomo que cada cual tiene asignada en este país."",","""tipo"":""journalism""}","{""_id"":60093623,""partition"":1,""screen_name"":""constanzavieira"",""followers"":16783,""verified"":""FALSE"",""description"":""Periodista/Heavy Metal Colombia: Cubriendo la dosis personal de plomo que cada cual tiene asignada en este país."",""tipo"":""journalism""}"
60161414,1,31,19,0.035836177,0.376914881,0.000465559,0,0.001843235,0.000505856,0.000771181,0.041009062,0.122681792,luchogarzon,140137,786,TRUE,#UnámonosPorBogotá #SaquemosLoMejorDeNosotros,2009,701,personal,,,"{""_id"":60161414,","""partition"":1,","""screen_name"":""luchogarzon"",","""followers"":140137,","""verified"":""TRUE"",","""description"":""#UnámonosPorBogotá #SaquemosLoMejorDeNosotros"",","""tipo"":""personal""}","{""_id"":60161414,""partition"":1,""screen_name"":""luchogarzon"",""followers"":140137,""verified"":""TRUE"",""description"":""#UnámonosPorBogotá #SaquemosLoMejorDeNosotros"",""tipo"":""personal""}"
60481951,3,27,11,0.035891089,0.341463951,0.000324249,0,5.72E-05,0.000515344,0.000225424,0.011452388,0.1875,Naelamusic,16671,146,FALSE,Perfil oficial de la cantante NAELA - https://t.co/ehIrq0KXWy - Contrataciones: personal.manager@naela.co Web:https://t.co/07pXFTwhRj,2009,66,entertainment,,,"{""_id"":60481951,","""partition"":3,","""screen_name"":""Naelamusic"",","""followers"":16671,","""verified"":""FALSE"",","""description"":""Perfil oficial de la cantante NAELA - https://t.co/ehIrq0KXWy - Contrataciones: personal.manager@naela.co Web:https://t.co/07pXFTwhRj"",","""tipo"":""entertainment""}","{""_id"":60481951,""partition"":3,""screen_name"":""Naelamusic"",""followers"":16671,""verified"":""FALSE"",""description"":""Perfil oficial de la cantante NAELA - https://t.co/ehIrq0KXWy - Contrataciones: personal.manager@naela.co Web:https://t.co/07pXFTwhRj"",""tipo"":""entertainment""}"
60613480,3,30,75,0.024757014,0.410398741,0.003603247,0.012345679,0.004194827,0.006702377,0.001859157,0.183238216,0.895833333,CanalRCN,2813302,1015,TRUE,Las mejores producciones están en Canal RCN Nuestra Tele: #ElDesayuno #ElManEsGermán #LosReyes #LaVendedoraDeRosas #MasterChefCelebrity #YoJoséGabriel,2009,3303,news,,,"{""_id"":60613480,","""partition"":3,","""screen_name"":""CanalRCN"",","""followers"":2813302,","""verified"":""TRUE"",","""description"":""Las mejores producciones están en Canal RCN Nuestra Tele: #ElDesayuno #ElManEsGermán #LosReyes #LaVendedoraDeRosas #MasterChefCelebrity #YoJoséGabriel"",","""tipo"":""news""}","{""_id"":60613480,""partition"":3,""screen_name"":""CanalRCN"",""followers"":2813302,""verified"":""TRUE"",""description"":""Las mejores producciones están en Canal RCN Nuestra Tele: #ElDesayuno #ElManEsGermán #LosReyes #LaVendedoraDeRosas #MasterChefCelebrity #YoJoséGabriel"",""tipo"":""news""}"
60619634,7,31,42,0.019193106,0.374249174,0.001754002,0.005988024,0.001829963,0.010554701,0.000767173,0.088995497,0.013574661,Teleantioquia,854325,7843,TRUE,¡Te Ve en Grande!,2009,1353,entertainment,,,"{""_id"":60619634,","""partition"":7,","""screen_name"":""Teleantioquia"",","""followers"":854325,","""verified"":""TRUE"",","""description"":""¡Te Ve en Grande!"",","""tipo"":""entertainment""}","{""_id"":60619634,""partition"":7,""screen_name"":""Teleantioquia"",""followers"":854325,""verified"":""TRUE"",""description"":""¡Te Ve en Grande!"",""tipo"":""entertainment""}"
60816296,5,29,27,0.044530494,0.361991427,0.000933769,0,0.000330748,0.00027636,0.000560732,0.066649795,0.261164667,MarinaGranziera,186068,607,TRUE,Periodista Deportiva de @BluRadioCo y @GolCaracol (las personales expresadas aquí son mías) Instagram: MarinaGranziera,2009,206,journalism,,,"{""_id"":60816296,","""partition"":5,","""screen_name"":""MarinaGranziera"",","""followers"":186068,","""verified"":""TRUE"",","""description"":""Periodista Deportiva de @BluRadioCo y @GolCaracol (las personales expresadas aquí son mías) Instagram: MarinaGranziera"",","""tipo"":""journalism""}","{""_id"":60816296,""partition"":5,""screen_name"":""MarinaGranziera"",""followers"":186068,""verified"":""TRUE"",""description"":""Periodista Deportiva de @BluRadioCo y @GolCaracol (las personales expresadas aquí son mías) Instagram: MarinaGranziera"",""tipo"":""journalism""}"
60994159,0,31,55,0.041566104,0.405915073,0.002718455,0,0.000937266,0.000537738,0.00088449,0.157093359,0.220443207,felipepoet,16447,8847,FALSE,Dedico mi vida al encantador ejercicio del desocultamiento. Mi único ídolo humano es el Juan de Mairena de Antonio Machado  poeta.,2009,200,personal,,,"{""_id"":60994159,","""partition"":0,","""screen_name"":""felipepoet"",","""followers"":16447,","""verified"":""FALSE"",","""description"":""Dedico mi vida al encantador ejercicio del desocultamiento. Mi único ídolo humano es el Juan de Mairena de Antonio Machado  poeta."",","""tipo"":""personal""}","{""_id"":60994159,""partition"":0,""screen_name"":""felipepoet"",""followers"":16447,""verified"":""FALSE"",""description"":""Dedico mi vida al encantador ejercicio del desocultamiento. Mi único ídolo humano es el Juan de Mairena de Antonio Machado  poeta."",""tipo"":""personal""}"
61018481,3,31,67,0.022447304,0.422717658,0.002276039,0.00729927,0.004390334,0.019368934,0.001457432,0.234773964,0.541666667,elheraldoco,1036689,4271,TRUE,news sobre Barranquilla y los departamentos de la región Caribe colombiana. Instagram: elheraldoco,2009,3157,news,,,"{""_id"":61018481,","""partition"":3,","""screen_name"":""elheraldoco"",","""followers"":1036689,","""verified"":""TRUE"",","""description"":""news sobre Barranquilla y los departamentos de la región Caribe colombiana. Instagram: elheraldoco"",","""tipo"":""news""}","{""_id"":61018481,""partition"":3,""screen_name"":""elheraldoco"",""followers"":1036689,""verified"":""TRUE"",""description"":""news sobre Barranquilla y los departamentos de la región Caribe colombiana. Instagram: elheraldoco"",""tipo"":""news""}"
