id,average_engagement,common_hts,partition,core,in_degree,clustering,closeness,betweenness,vote_rank,authority,hubs,pagerank,ambassador,community_hub,screen_name,followers,friends,verified,description,listed,tipo
271551368,81.65909091,"[('SíLoHace', 25), ('SíTrabajaPorSantander', 9), ('SíTrabajaPorBucaramanga', 7)]",1,31,39,0.043094313,0.38194371,0.00284263,0.011111111,0.000817846,0.001277141,0.000694584,0.100244373,0.208559047,RICHARDAGUILARV,47451,1623,TRUE,Senador 2018 - 2022. Gobernador de Santander  2012-2015. Cónsul General de Colombia en Chile 2008 - 2010. Abogado.LLM,118,politics
277206820,1078.898148,"[('Caldas', 7), ('MásUribistaQueNunca', 7), ('UribeYPradaDicenLaVerdad', 5)]",2,31,38,0.045260461,0.398595445,0.001422368,0,0.004514961,0.00169618,0.000909096,0.079096045,0.165998707,CARLOSFMEJIA,91319,2399,TRUE,Senador de la República de Colombia. Presidente de la Comisión Quinta Constitucional. Partido Centro Democrático. Aquí defendemos la verdad con firmeza.,231,politics
1362851972,789.9904762,"[('Colombia', 4), ('SOSAmazonas', 4), ('NoAlPotdePeñalosa', 4)]",1,31,94,0.038697724,0.445130422,0.003681761,0.032258065,0.002951101,0.002397504,0.002252921,0.13214031,0.797431649,PizarroMariaJo,134288,840,TRUE,Segunda Vicepresidenta de la Cámara de Representantes de Colombia. Coalición #DECENTES. Copresidenta de la Comisión de Paz. Somos la Nueva Colombia,182,politics
156039562,3.730769231,"[('OutletAviatur', 4), ('SoyVoluntarioAviatur', 1)]",0,24,15,0.03,0.350440828,0.000291207,0,0.000280602,0.000277289,0.000341647,0.035907053,0.077155122,Aviatur,163348,12218,TRUE,¿Pensando en vacaciones? Estás a un tweet de distancia de tu próximo viaje. Vuelos  hoteles  autos  cruceros y todo lo que necesites para tus viajes está aquí.,255,company
65440006,5.752475248,"[('DesarrolloEnTransiciónAL', 11), ('365añosaportandoalpaís', 5), ('DisfrutandoTuPorvenir', 5)]",2,31,29,0.041514042,0.366319833,0.000278462,0.001371742,0.004154867,0.007392125,0.000739888,0.04519774,0.145248869,URosario,64111,1123,FALSE,Cuenta oficial Universidad del Rosario. Somos una universidad con tradición e innovación. Siempre aportando desde 1653. #365añosaportandoalpaís #SoyRosarista,371,education
32167239,23.14285714,"[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]",3,30,36,0.036889597,0.38194371,0.001774128,0.003891051,0.000575237,0.000323143,0.000834726,0.091619108,0.416666667,NicolasMayorca,50865,1131,TRUE,Cantautor colombiano Contrataciones: lucas@nicolasmayorca.com o management@nicolasmayorca.com Instagram: NicolasMayorca,225,entertainment
50651755,3.773684211,"[('Nación', 50), ('Internacional', 12), ('ENVIVO', 8)]",2,31,45,0.022343595,0.383537589,0.001031253,0.004587156,0.005820248,0.001102101,0.000767193,0.141242938,0.138332256,CABLEnews,359108,884,FALSE,Somos el primer canal de news 24 horas en Colombia. ¡ESTAMOS EN LA NOTICIA! Facebook (https://t.co/CU9tGxcCMT) Youtube (https://t.co/7EmkZzMoaQ),1833,news
3314023977,3.473684211,"[('compra', 42), ('venta', 31), ('LaParada', 29)]",2,14,1,0.093406593,0.266196135,4.79E-06,0,2.09E-05,0.006818756,9.08E-05,0,0.006916613,Cotizaciones_,78495,43,FALSE,Manténgase Informado de los Promedios de las Casas de Cambios acá en #Cucuta #LaParada  En Facebook https://t.co/Q5jzKgL6fT,361,informative
154263029,40.7967033,"[('SismosColombiaSGC', 66), ('NoticiaEnDesarrollo', 66), ('Temblor', 66)]",2,31,100,0.021355745,0.441082759,0.002780763,0.025,0.004309564,0.0071677,0.001925111,0.350282486,0.262831286,sgcol,215074,147,TRUE,El Servicio Geológico Colombiano tiene su origen en 1916  cuando se creó  la Comisión Científica Nacional.,601,government entity
720804330,8.474226804,"[('ComisiónPlan', 19), ('AEstaHora', 17), ('ComisiondePlan', 14)]",3,30,21,0.041909197,0.356231466,0.000358166,0,0.002699058,0.001621747,0.000361504,0.114523885,0.020833333,ConcejoDeBogota,34157,703,FALSE,Cuenta Oficial. Control político a la Administración Distrital y trámite de normas que promueven el desarrollo integral de la ciudad y sus habitantes.,212,government entity
106748209,15.12562814,"[('VíaBBCMundo', 19), ('EnVideo', 13), ('Emprendimiento', 7)]",2,26,7,0.025641026,0.325670765,0.00019425,0,0.000185237,0.000665425,0.000198214,0.016949153,0.027666451,Finanzas_P,130435,176,TRUE,Consejos financieros para ahorrar  invertir y mejorar su economía. También en https://t.co/XFSeeKHVDc,1374,informative
251983977,15.33157895,"[('turismoconproposito', 1), ('InstaMagic', 1)]",5,9,7,0,0.319825393,1.86E-05,0.001424501,0.000143432,5.09E-05,0.000180775,0.037027664,0.029018296,yokoikenji,52420,27,FALSE,,147,personal
130359251,8.137931034,"[('tbt', 5), ('MiAniversarioDeTwitter', 1)]",3,30,18,0.039578794,0.350019371,0.000750391,0,0.000521734,0.00085515,0.000342728,0.045809554,0.208333333,CesarEscola,210745,396,TRUE,Músico y presentador Colombo-Argentino. Jurado en Yo me llamo. Contacto y contrataciones: kilombo@kilombo.com.co,300,entertainment
268129657,24.92,"[('PredatorInstict', 1), ('adidasfootball', 1), ('allin', 1)]",5,27,12,0.047528517,0.336463708,0.000621361,0,0.000732918,0.006520782,0.000237446,0.029622131,0.116073185,Jhotan17,23657,324,TRUE,Futbolista Bendecido!!,32,sports
337841802,10.88372093,"[('ArribaBogotá', 170), ('BogotáNoctámbula', 28), ('Eskpe', 17)]",2,29,15,0.039285714,0.358940729,0.000384541,0,0.000462726,0.000595522,0.000356428,0.04519774,0.04841629,ArribaBogota,266562,356,FALSE,Magazín informative del canal @Citytv  Horario Lunes a Viernes de 5:30 a.m  9:30 a.m. ¡#ArribaBogotá  le responde a la ciudad!,599,informative
272169866,0.485148515,"[('Floridablanca', 5), ('LuisCarlos', 5), ('Santander', 4)]",1,31,27,0.033809524,0.365400009,0.001869026,0.004132231,0.000279271,0.000878834,0.000410493,0.077461561,0.122681792,alvarogalvisbec,15377,15416,FALSE,Hijo del Unico Dios Verdadero. Bicampeon mundial paracycling #Floridablanca #Santander  #Colombia #Resiliencia #MiOroEsElAgua,127,sports
193533203,10.50442478,"[('NuestraMemoriaEnLaTertulia', 11)]",1,31,39,0.029292929,0.382194494,0.000541056,0.00248139,0.001936571,0.006957692,0.000682848,0.086574686,0.245363584,CentroMemoriaH,81302,1331,TRUE,Trabajamos para recuperar la memoria de las víctimas plurales del conflicto armado  contribuir a su estudio y ampliar su conocimiento.,540,government entity
202475762,132.9066667,"[('allin', 8), ('tissotmoment', 2), ('aldoquierotuplayera', 2)]",5,25,18,0.057142857,0.337896023,0.000407753,0.001655629,0.0001433,0.000204692,0.000433584,0,0.261164667,Aldoleao81,572297,329,TRUE,,511,personal
105207463,70.58730159,"[('ZalvaMiParamo', 1), ('NoLaMamá', 1), ('YoEnLaVidaSiempre', 1)]",0,30,27,0.055400372,0.372890592,0.000708138,0.001782531,0.000445579,0.000127095,0.000570453,0.067325725,0.132265924,FatPandora,15197,625,FALSE,No atiendo a nadie.,82,personal
338472735,10.67708333,"[('NotiCámara', 22), ('ComisiónPrimera', 12), ('PlenariaCámara', 11)]",1,31,45,0.046638401,0.3826132,0.000103129,0.00297619,0.015969517,0.00047116,0.00112544,0.154923122,0.134949971,CamaraColombia,157631,235,TRUE,Cuenta oficial de la Cámara de Representantes de Colombia 🏛️. ¡Aquí vive la democracia! Presidente: @CuencaGuainia @PCambioRadical,466,politics
75925968,18.85416667,"[('micoqueta', 19), ('MiCoqueta', 13), ('LC2019', 7)]",3,14,7,0.028571429,0.31577697,0.000134167,0,8.38E-05,0.000371568,0.000203572,0.011452388,0.104166667,Luifer_Cuello,114603,64,FALSE,Artista colombiano luifercuellomanager@gmail.com 📲 contacto directo:3008032700,305,entertainment
491655578,44.52380952,[],5,29,9,0.046653144,0.337634695,0.000585911,0,0.000180771,0.000800019,0.000241401,0.022216598,0.087054889,Matiasblanco25,44622,234,TRUE,Futbolista profesional,75,sports
180861689,15.48571429,[],0,31,19,0.037037037,0.374489952,0.000839365,0,0.000290235,0.000448899,0.000606104,0.067325725,0.044088641,figuerjoda,51784,52252,FALSE,,186,personal
40918718,20.36507937,"[('NuevoSisbén', 30), ('CrecimientoVerde', 11), ('ParticiparEsLaNorma', 11)]",2,30,19,0.047008547,0.356886704,0.000339126,0,0.001853385,0.007714564,0.000382778,0.04519774,0.076082741,Simngoaviria,157680,1999,TRUE,,714,personal
567912612,71.83333333,"[('Millonarios', 1)]",5,24,15,0.035632184,0.336269333,0.000370887,0.002252252,0.000110565,0.000238002,0.000325446,0.022216598,0.174109778,FichajesFPCOfic,50875,2448,FALSE,Transferencias y negociación del mercado de fichajes en Colombia🇨🇴.,120,sports
399710110,4.807692308,[],3,29,17,0.048138639,0.344291531,0.000730195,0.002155172,0.000411332,0.006675645,0.000310781,0.011452388,0.3125,CARLOSH_DJ,58772,4280,FALSE,DIRECTOR Y PRODUCTOR DE CINE Y TELEVISION LOCUTOR ACTOR DJ Fundador @SNAPMEGAFIESTAS RADIO MARKETING & ENTERTAINMENT. SOLTERO.,155,entertainment
206402786,889.238806,"[('Aboganster', 4), ('UribeTienePanico', 2), ('MontajeContraUribe', 2)]",1,31,42,0.06656535,0.387538092,0.00239788,0.004,0.000546349,0.000678402,0.000961816,0.013669687,0.478458989,Betocoralg,31053,2373,FALSE,#NoMásHuerfanosPorLaGuerra ¿A cuantos muertos estamos de la paz? #NoNosCallarán Instagram: @betocoralg,29,personal
30861738,78.15053763,"[('75AñosAndi', 30), ('TodosSomosEmpresa', 4), ('75añosAndi', 4)]",2,31,39,0.04184322,0.404130212,0.00076688,0,0.001982636,0.010043673,0.001021737,0.096045198,0.152165482,BruceMacMaster,45829,471,TRUE,Economista / trabajando por el desarrollo económico y social / Presidente de @ANDI_Colombia / miembro Consejo Superior @Uniandes,316,politics
63818724,58.92307692,"[('MEGUARDOUNABALA', 1), ('MujerdeOtro', 1), ('4ESTACIONES', 1)]",0,15,4,0.044117647,0.315834083,0.000107975,0,0.000178612,0.000142398,0.000156484,0.013465145,0.01102216,orqlabohemia,252368,736,TRUE,✞Jesus Follower✞ 𝒜𝓂𝑜𝓇 𝓅𝑜𝓇 𝐼𝓃𝓉𝑒𝓇𝓃𝑒𝓉  ℱ𝒶𝓃 ℰ𝓃𝒶𝓂𝑜𝓇𝒶𝓉𝒶 ℒ𝒶 𝒫𝓇𝑜𝓅𝓊𝑒𝓈𝓉𝒶 & 𝒯𝓊 ℛ𝓊𝓁𝑒𝓉𝒶 by Cristian Gonzalez,125,personal
44151017,33.34444444,"[('DíaPaíz', 23), ('OrgulloUniandino', 16), ('CandidatosEnLosAndes', 13)]",1,31,34,0.032356532,0.37320937,0.000121143,0.00154321,0.013793025,0.000372047,0.000604862,0.11391406,0.110413613,Uniandes,118156,95,TRUE,Universidad de los Andes | Vigilada Mineducación | Reconocimiento: Decreto 1297 del 30/may/1964 | Personería jurídica: Resolución 28 del 23/feb/1949 Minjusticia,588,education
2457351055,560.627451,"[('TBT', 1), ('Respect', 1), ('FelizTarde', 1)]",5,16,9,0.110169492,0.320529854,8.58E-05,0,0.000152419,0.000127021,0.000232185,0.022216598,0.087054889,futbolsinlimi,68091,42,FALSE,Acá encontrarás los mejores memes de fútbol  siguenos!                                                                   https://t.co/y7nLt0QeSa,116,sports
2740167762,30.0625,"[('MásUnidosQueNunca', 3), ('MiCorazonGritaPor', 1), ('MiCorazónGritaPor', 1)]",0,9,5,0.042857143,0.294774923,5.68E-05,0,1.74E-05,2.01E-05,0.000139935,0.004488382,0.044088641,ElJarcor_,49122,18040,FALSE,🔥 ACTIVA LAS NOTIFICACIONES 🔥 contacto: soyangelperdomo@hotmail.com,38,personal
22142090,55.60773481,"[('RadioPirata', 22), ('ElGallo', 13), ('TheRockShow', 12)]",3,29,35,0.035810811,0.376184111,0.000962291,0.003717472,0.001840486,0.000621131,0.001006448,0.085892914,0.416666667,Radioacktiva_,1976527,362,TRUE,Somos rock  lo menos peor de la radio  hinchas del fútbol  videojugadores  mamagallistas certificados y cazadores de tesoros esculturales | 97.9FM Bogotá,2469,radio
598569284,333.0335196,"[('Barranquilla2018', 138), ('BMX', 1), ('Karate', 1)]",5,30,26,0.047682709,0.373528694,0.001227958,0,0.000969832,0.000384548,0.000793763,0.074055328,0.23214637,Bquilla2018,41741,287,TRUE,Alcaldía de Barranquilla | Comité Organizador de los Juegos Centroamericanos y del Caribe Barranquilla 2018 #GraciasBarranquilla,91,government entity
125446996,73.256,[],5,29,19,0.025369979,0.344223663,0.000786247,0.002192982,0.002820015,0.000370798,0.000450524,0.022216598,0.23214637,josasc,37141,4188,FALSE,Periodista colombiano  fanático del fútbol.  Subeditor de sportss de EL TIEMPO.,259,journalism
190713465,17.83333333,"[('EncuentroJCA2019', 95), ('XXVJCA', 80), ('20AñosProtegiendoDerechosColectivos', 14)]",2,31,52,0.041614596,0.404317352,0.001583086,0.003571429,0.01357912,0.002182897,0.001200484,0.15819209,0.165998707,consejodeestado,74142,168,FALSE,Tribunal Supremo de lo Contencioso Administrativo y Máximo Cuerpo Consultivo del Gobierno,171,government entity
